Call ID,Agent,Date,Time,Topic,Answered (Y/N),Resolved (Y/N),Speed of answer,Talk duration,Satisfaction rating
123,Agent 1,2025-04-19,18:41:55.380832,IT issue,Y,N,113,6.41,3
124,Agent 1,2025-04-19,18:54:41.554251,Management,Y,N,96,1.0,2
125,Agent 2,2025-04-19,18:55:22.155441,IT issue,Y,Y,23,1.79,10
126,Agent 1,2025-04-19,18:57:08.997026,IT issue,Y,N,100,5.9,1
127,Agent 2,2025-04-19,19:01:31.573655,IT issue,Y,Y,82,13.18,5
128,Agent 1,2025-04-19,19:04:51.835680,Management,Y,Y,119,2.42,5
129,Agent 1,2025-04-19,19:13:30.741351,Management,Y,Y,7,2.16,8
130,Agent 1,2025-04-19,19:22:56.691687,IT issue,Y,Y,59,8.99,6
131,Agent 2,2025-04-19,19:28:23.559374,IT issue,Y,Y,105,2.22,4
132,Agent 2,2025-04-19,19:31:31.615104,IT issue,Y,N,63,2.16,2
133,Agent 1,2025-04-19,19:40:19.450409,IT issue,Y,N,66,4.42,3
134,Agent 1,2025-04-19,19:44:45.015386,IT issue,Y,N,59,11.27,3
135,Agent 2,2025-04-19,19:54:47.292272,IT issue,Y,Y,56,1.39,7
136,Agent 1,2025-04-19,19:56:55.175234,Management,Y,Y,60,4.65,4
137,Agent 2,2025-04-19,19:57:15.429266,IT issue,Y,Y,51,1.83,10
138,Agent 1,2025-04-19,20:03:57.401783,Management,Y,Y,69,8.79,6
139,Agent 2,2025-04-19,20:07:19.473342,IT issue,Y,Y,37,2.67,9
140,Agent 3,2025-04-19,20:08:07.138038,IT issue,Y,Y,34,12.36,4
141,Agent 1,2025-04-19,20:19:35.628382,IT issue,Y,N,54,3.52,1
142,Agent 2,2025-04-19,20:19:44.160695,IT issue,Y,Y,33,0.81,7
143,Agent 1,2025-04-19,20:29:19.843080,IT issue,Y,Y,11,4.44,7
144,Agent 1,2025-04-19,20:39:08.077496,Management,Y,Y,62,3.18,6
145,Agent 1,2025-04-19,20:44:50.082623,IT issue,Y,N,25,1.18,1
146,Agent 2,2025-04-19,20:45:18.626305,IT issue,Y,Y,61,0.1,5
147,Agent 1,2025-04-19,20:47:32.282664,IT issue,Y,Y,63,4.93,6
148,Agent 2,2025-04-19,20:49:36.783126,Management,Y,Y,106,3.82,5
149,Agent 3,2025-04-19,20:50:52.813704,Management,Y,Y,90,14.43,4
150,Agent 1,2025-04-19,20:58:35.462521,Management,Y,Y,30,3.52,10
151,Agent 2,2025-04-19,20:58:49.701557,IT issue,Y,Y,37,0.78,10
152,Agent 2,2025-04-19,21:00:39.661242,Management,Y,Y,76,4.15,6
153,,2025-04-19,21:00:54.079197,IT issue,N,,,,
154,Agent 1,2025-04-19,21:04:15.260915,Management,Y,Y,73,6.49,5
155,Agent 2,2025-04-19,21:10:40.645471,Management,Y,Y,30,0.58,10
156,Agent 3,2025-04-19,21:10:40.833385,IT issue,Y,Y,64,2.79,5
157,Agent 1,2025-04-19,21:19:20.346436,Management,Y,Y,44,1.01,7
158,Agent 1,2025-04-19,21:42:50.162427,Management,Y,Y,109,3.26,6
159,Agent 1,2025-04-19,21:48:27.224138,Management,Y,Y,79,1.38,6
160,Agent 2,2025-04-19,21:48:45.442651,IT issue,Y,Y,56,4.45,7
161,Agent 1,2025-04-19,21:50:37.766682,IT issue,Y,N,111,3.29,1
162,Agent 1,2025-04-19,22:13:32.916803,Management,Y,Y,91,1.36,4
163,Agent 2,2025-04-19,22:14:03.597600,IT issue,Y,Y,34,2.86,10
164,Agent 1,2025-04-19,22:23:43.410360,Management,Y,Y,82,0.47,6
165,Agent 1,2025-04-19,22:28:46.395091,IT issue,Y,N,111,3.67,2
166,Agent 1,2025-04-19,22:34:07.363369,Management,Y,Y,63,3.3,5
167,Agent 1,2025-04-19,22:38:15.751450,Management,Y,Y,71,2.26,5
168,Agent 1,2025-04-19,22:41:16.206677,Management,Y,Y,108,2.08,6
169,Agent 1,2025-04-19,23:02:19.016542,IT issue,Y,Y,96,5.92,5
170,Agent 2,2025-04-19,23:04:20.001733,Management,Y,Y,93,18.62,4
171,Agent 1,2025-04-19,23:09:38.634424,IT issue,Y,N,46,1.47,2
172,Agent 1,2025-04-19,23:14:19.372188,IT issue,Y,N,36,4.41,1
173,Agent 1,2025-04-19,23:25:03.310190,Management,Y,Y,115,18.0,6
174,Agent 2,2025-04-19,23:26:46.561963,IT issue,Y,Y,94,4.22,6
175,Agent 2,2025-04-19,23:35:06.765872,Management,Y,N,104,0.11,3
176,Agent 1,2025-04-19,23:43:54.737998,Management,Y,Y,15,1.56,10
177,Agent 1,2025-04-19,23:46:45.737161,Management,Y,N,105,1.28,1
178,Agent 1,2025-04-19,23:49:57.746251,Management,Y,Y,28,0.57,8
179,Agent 1,2025-04-20,00:14:02.630899,Management,Y,Y,7,17.46,5
180,Agent 1,2025-04-20,00:33:52.556469,IT issue,Y,Y,71,4.14,6
181,Agent 1,2025-04-20,00:38:55.303753,IT issue,Y,N,87,2.77,1
182,Agent 1,2025-04-20,00:49:50.184683,IT issue,Y,N,29,3.7,2
183,Agent 2,2025-04-20,00:49:55.571138,IT issue,Y,Y,115,4.67,6
184,Agent 3,2025-04-20,00:50:58.493182,IT issue,Y,N,17,9.61,1
185,Agent 1,2025-04-20,01:05:27.970381,IT issue,Y,Y,21,4.72,7
186,Agent 2,2025-04-20,01:06:36.716208,IT issue,Y,Y,76,2.14,4
187,Agent 1,2025-04-20,01:11:07.157719,IT issue,Y,N,85,2.06,2
188,Agent 1,2025-04-20,01:24:17.083077,Management,Y,Y,106,0.81,5
189,Agent 1,2025-04-20,01:35:09.703423,IT issue,Y,Y,62,8.25,5
190,Agent 2,2025-04-20,01:38:42.215947,Management,Y,Y,119,2.87,4
191,Agent 3,2025-04-20,01:41:19.716716,IT issue,Y,N,93,0.73,2
192,Agent 1,2025-04-20,01:45:08.587291,Management,Y,Y,105,9.65,6
193,Agent 2,2025-04-20,01:46:41.117726,IT issue,Y,Y,12,1.85,7
194,Agent 2,2025-04-20,01:48:49.862298,Management,Y,Y,34,1.73,10
195,Agent 2,2025-04-20,01:52:21.725339,Management,Y,Y,5,1.08,10
196,Agent 1,2025-04-20,01:54:51.737929,IT issue,Y,Y,47,8.88,6
197,Agent 2,2025-04-20,02:02:23.540826,IT issue,Y,Y,63,1.01,4
198,Agent 1,2025-04-20,02:05:25.980223,Management,Y,Y,102,7.65,6
199,Agent 2,2025-04-20,02:05:35.838319,Management,Y,Y,81,0.6,6
200,Agent 2,2025-04-20,02:07:31.680664,Management,Y,Y,91,0.72,6
201,Agent 3,2025-04-20,02:07:40.923727,Management,Y,N,69,1.48,3
202,Agent 2,2025-04-20,02:12:52.748229,Management,Y,N,63,11.61,2
203,Agent 1,2025-04-20,02:15:55.631918,Management,Y,Y,103,2.05,4
204,Agent 1,2025-04-20,02:17:59.457795,IT issue,Y,N,80,5.56,2
205,Agent 3,2025-04-20,02:18:16.868003,Management,Y,Y,71,0.9,6
206,Agent 1,2025-04-20,02:25:37.198047,Management,Y,N,6,2.48,1
207,Agent 1,2025-04-20,02:30:48.447567,IT issue,Y,N,71,1.2,2
208,Agent 2,2025-04-20,02:31:41.667934,IT issue,Y,Y,64,3.72,6
209,Agent 1,2025-04-20,02:52:03.639644,IT issue,Y,N,52,4.9,3
210,Agent 2,2025-04-20,02:53:40.917613,IT issue,Y,Y,107,2.31,6
211,Agent 3,2025-04-20,02:55:55.592438,IT issue,Y,Y,60,2.09,4
212,Agent 1,2025-04-20,03:08:40.709378,IT issue,Y,Y,25,2.46,8
213,Agent 1,2025-04-20,03:13:22.143813,Management,Y,Y,118,4.25,5
214,Agent 2,2025-04-20,03:17:33.452450,Management,Y,Y,113,9.84,5
215,Agent 1,2025-04-20,03:22:40.958308,IT issue,Y,N,105,1.26,1
216,Agent 1,2025-04-20,03:24:27.216374,IT issue,Y,Y,35,3.95,10
217,Agent 3,2025-04-20,03:25:24.687827,Management,Y,Y,59,9.53,6
218,Agent 1,2025-04-20,03:29:20.081914,Management,Y,Y,80,4.84,5
219,Agent 1,2025-04-20,03:34:18.910489,IT issue,Y,Y,100,2.54,5
220,Agent 1,2025-04-20,03:46:38.999133,Management,Y,Y,8,6.73,6
221,Agent 2,2025-04-20,03:51:40.813582,Management,Y,Y,77,9.89,5
222,Agent 1,2025-04-20,03:57:27.889921,Management,Y,Y,44,0.65,9
223,Agent 1,2025-04-20,04:10:50.602989,Management,Y,Y,64,23.18,5
224,Agent 2,2025-04-20,04:11:27.082006,Management,Y,Y,102,0.06,6
225,Agent 2,2025-04-20,04:12:38.696157,Management,Y,N,99,2.94,3
226,Agent 3,2025-04-20,04:14:11.829219,Management,Y,N,26,1.45,1
227,Agent 2,2025-04-20,04:19:09.966407,Management,Y,N,92,3.28,1
228,Agent 1,2025-04-20,04:40:07.740982,Management,Y,Y,54,0.41,7
229,Agent 1,2025-04-20,04:51:17.103876,IT issue,Y,N,49,1.36,3
230,Agent 1,2025-04-20,04:53:17.479815,Management,Y,Y,85,3.58,4
231,Agent 1,2025-04-20,05:05:40.956334,Management,Y,Y,46,9.77,4
232,Agent 2,2025-04-20,05:13:54.820170,Management,Y,N,106,6.23,3
233,Agent 1,2025-04-20,05:18:20.725130,IT issue,Y,N,14,3.22,3
234,Agent 1,2025-04-20,05:37:59.034567,IT issue,Y,N,22,0.25,1
235,Agent 1,2025-04-20,05:45:24.874067,Management,Y,Y,75,4.19,6
236,Agent 2,2025-04-20,05:45:57.211610,Management,Y,Y,15,3.88,8
237,Agent 3,2025-04-20,05:48:11.924441,IT issue,Y,Y,6,10.32,6
238,Agent 1,2025-04-20,05:50:04.618944,IT issue,Y,Y,49,3.62,10
239,Agent 2,2025-04-20,05:51:02.479182,IT issue,Y,Y,10,5.93,7
240,,2025-04-20,05:51:34.319852,IT issue,N,,,,
241,Agent 1,2025-04-20,05:57:37.421376,Management,Y,N,79,2.53,3
242,Agent 2,2025-04-20,05:59:29.154723,IT issue,Y,Y,8,3.08,9
243,Agent 1,2025-04-20,06:09:19.514457,Management,Y,Y,74,11.89,4
244,Agent 1,2025-04-20,06:25:35.159083,IT issue,Y,Y,17,1.99,10
245,Agent 1,2025-04-20,06:29:13.092362,Management,Y,Y,116,2.03,6
246,Agent 1,2025-04-20,06:31:34.737784,IT issue,Y,Y,109,1.81,6
247,Agent 1,2025-04-20,06:34:27.745062,Management,Y,Y,33,0.11,7
248,Agent 1,2025-04-20,06:38:27.639817,Management,Y,Y,61,9.71,6
249,Agent 2,2025-04-20,06:46:25.152401,Management,Y,N,10,1.02,1
250,Agent 1,2025-04-20,06:48:57.388558,Management,Y,Y,113,8.26,6
251,Agent 2,2025-04-20,06:55:29.417863,Management,Y,N,105,7.51,3
252,Agent 1,2025-04-20,07:02:46.583997,Management,Y,N,5,1.16,1
253,Agent 1,2025-04-20,07:07:55.395215,IT issue,Y,Y,15,8.25,6
254,Agent 1,2025-04-20,07:19:26.600762,Management,Y,Y,21,5.61,10
255,Agent 1,2025-04-20,07:26:47.444615,Management,Y,Y,38,4.91,8
256,Agent 2,2025-04-20,07:28:18.207647,Management,Y,Y,26,3.97,9
257,Agent 3,2025-04-20,07:30:55.756275,Management,Y,Y,107,3.69,4
258,Agent 1,2025-04-20,07:33:33.743412,IT issue,Y,Y,5,8.38,6
259,Agent 2,2025-04-20,07:38:26.173458,IT issue,Y,Y,32,0.56,9
260,Agent 1,2025-04-20,07:42:00.845143,IT issue,Y,N,112,7.12,2
261,Agent 2,2025-04-20,07:43:39.830472,Management,Y,N,73,6.03,2
262,Agent 3,2025-04-20,07:44:10.838372,IT issue,Y,Y,8,6.19,5
263,,2025-04-20,07:45:11.378425,IT issue,N,,,,
264,Agent 1,2025-04-20,08:03:18.905218,IT issue,Y,Y,38,1.96,8
265,Agent 1,2025-04-20,08:08:56.070999,Management,Y,Y,105,1.74,4
266,Agent 2,2025-04-20,08:10:00.413438,Management,Y,Y,13,4.29,7
267,Agent 1,2025-04-20,08:11:11.198263,Management,Y,Y,83,4.19,5
268,Agent 2,2025-04-20,08:15:11.940354,Management,Y,Y,18,0.25,7
269,Agent 3,2025-04-20,08:15:21.218682,Management,Y,Y,114,4.14,6
270,Agent 1,2025-04-20,08:17:55.942166,IT issue,Y,N,89,6.66,2
271,Agent 1,2025-04-20,08:28:30.994738,IT issue,Y,Y,88,7.35,4
272,Agent 2,2025-04-20,08:31:11.526753,IT issue,Y,Y,80,1.38,4
273,Agent 1,2025-04-20,08:40:45.440480,IT issue,Y,Y,61,3.04,6
274,Agent 2,2025-04-20,08:42:52.429849,IT issue,Y,Y,42,21.57,4
275,Agent 1,2025-04-20,08:49:17.380594,IT issue,Y,N,78,8.14,1
276,Agent 3,2025-04-20,08:50:04.398611,IT issue,Y,Y,75,1.64,5
277,Agent 1,2025-04-20,09:02:21.274333,IT issue,Y,N,42,4.88,2
278,Agent 3,2025-04-20,09:04:20.980364,Management,Y,N,14,4.49,2
279,Agent 1,2025-04-20,09:19:48.867423,Management,Y,Y,85,2.1,6
280,Agent 1,2025-04-20,09:22:58.533977,IT issue,Y,N,8,1.81,3
281,Agent 1,2025-04-20,09:30:28.959311,IT issue,Y,N,108,1.95,3
282,Agent 1,2025-04-20,09:35:45.750428,Management,Y,Y,117,0.08,4
283,Agent 1,2025-04-20,09:38:08.893717,IT issue,Y,Y,116,1.69,4
284,Agent 2,2025-04-20,09:39:46.848473,Management,Y,Y,55,4.15,7
285,Agent 1,2025-04-20,09:47:41.098829,IT issue,Y,N,5,4.63,1
286,Agent 1,2025-04-20,09:52:54.045832,Management,Y,Y,84,1.71,5
287,Agent 2,2025-04-20,09:53:44.268893,IT issue,Y,Y,7,1.16,7
288,Agent 1,2025-04-20,10:03:54.751594,IT issue,Y,Y,46,1.14,7
289,Agent 1,2025-04-20,10:13:34.030860,Management,Y,N,56,1.83,1
290,Agent 2,2025-04-20,10:13:51.961288,IT issue,Y,Y,89,15.01,6
291,Agent 1,2025-04-20,10:23:10.407131,IT issue,Y,N,24,4.18,3
292,Agent 3,2025-04-20,10:23:22.078943,IT issue,Y,Y,57,5.57,9
293,Agent 1,2025-04-20,10:45:45.153801,Management,Y,Y,81,1.31,5
294,Agent 2,2025-04-20,10:46:53.716738,Management,Y,N,23,0.65,1
295,Agent 1,2025-04-20,10:59:28.505665,Management,Y,Y,39,3.99,10
296,Agent 1,2025-04-20,11:04:18.528603,Management,Y,Y,93,0.94,5
297,Agent 1,2025-04-20,11:12:05.870045,IT issue,Y,N,11,6.19,3
298,Agent 2,2025-04-20,11:12:33.493949,Management,Y,Y,65,1.67,4
299,Agent 1,2025-04-20,11:19:57.901349,Management,Y,Y,69,3.53,5
300,Agent 2,2025-04-20,11:20:35.611918,Management,Y,N,34,12.88,1
301,Agent 3,2025-04-20,11:21:17.315328,Management,Y,N,77,4.64,1
302,,2025-04-20,11:22:50.636195,IT issue,N,,,,
303,Agent 1,2025-04-20,11:35:36.389925,IT issue,Y,Y,19,8.15,5
304,Agent 2,2025-04-20,11:37:28.380746,Management,Y,N,92,5.29,2
305,Agent 1,2025-04-20,12:01:06.207847,Management,Y,Y,26,0.45,9
306,Agent 1,2025-04-20,12:02:08.601744,IT issue,Y,N,11,4.54,1
307,Agent 2,2025-04-20,12:04:54.800953,Management,Y,N,81,0.53,1
308,Agent 1,2025-04-20,12:08:13.754199,Management,Y,Y,26,0.1,7
309,Agent 1,2025-04-20,12:14:00.851386,Management,Y,Y,99,1.18,4
310,Agent 1,2025-04-20,12:18:44.169271,IT issue,Y,Y,85,0.57,4
311,Agent 1,2025-04-20,12:23:21.586723,IT issue,Y,Y,7,3.9,9
312,Agent 1,2025-04-20,12:27:39.808468,Management,Y,Y,87,12.32,6
313,Agent 2,2025-04-20,12:28:27.282524,Management,Y,N,101,3.43,2
314,Agent 2,2025-04-20,12:35:46.331658,IT issue,Y,Y,37,6.02,6
315,Agent 1,2025-04-20,12:41:11.048607,Management,Y,Y,79,7.86,6
316,Agent 2,2025-04-20,12:42:20.983422,IT issue,Y,Y,51,5.18,8
317,Agent 3,2025-04-20,12:43:37.299586,Management,Y,N,15,7.07,2
318,,2025-04-20,12:43:37.763770,Management,N,,,,
319,,2025-04-20,12:44:37.009090,Management,N,,,,
320,Agent 1,2025-04-20,12:49:20.537170,Management,Y,N,106,1.82,2
321,Agent 1,2025-04-20,12:52:12.288570,Management,Y,Y,91,1.17,5
322,Agent 1,2025-04-20,13:00:51.549887,Management,Y,N,80,1.88,3
323,Agent 1,2025-04-20,13:03:22.069570,Management,Y,Y,117,0.3,4
324,Agent 1,2025-04-20,13:15:39.846825,IT issue,Y,Y,30,6.64,6
325,Agent 1,2025-04-20,13:24:35.159143,Management,Y,Y,90,2.66,5
326,Agent 1,2025-04-20,13:34:19.715487,Management,Y,Y,34,1.7,8
327,Agent 1,2025-04-20,13:39:14.181129,Management,Y,Y,117,0.02,6
328,Agent 1,2025-04-20,13:41:54.903116,Management,Y,Y,7,1.74,7
329,Agent 1,2025-04-20,13:44:51.907760,Management,Y,Y,29,1.44,10
330,Agent 1,2025-04-20,13:57:45.807439,Management,Y,Y,16,0.36,8
331,Agent 1,2025-04-20,13:58:48.971107,IT issue,Y,Y,105,3.17,5
332,Agent 2,2025-04-20,14:00:27.531450,Management,Y,Y,7,2.57,7
333,Agent 3,2025-04-20,14:01:31.016289,IT issue,Y,Y,106,7.76,6
334,Agent 1,2025-04-20,14:02:10.301786,Management,Y,Y,76,7.62,6
335,Agent 2,2025-04-20,14:04:57.008755,IT issue,Y,N,25,4.47,3
336,Agent 1,2025-04-20,14:18:21.981956,IT issue,Y,Y,91,4.6,4
337,Agent 1,2025-04-20,14:25:29.176722,IT issue,Y,N,30,0.99,2
