Call ID,Agent,Date,Time,Topic,Answered (Y/N),Resolved (Y/N),Speed of answer,Talk duration,Satisfaction rating
61,Agent 3,2025-04-19,13:11:38.595530,Management,Y,N,73,1.45,1
62,Agent 1,2025-04-19,13:21:18.938867,IT issue,Y,Y,70,0.01,5
63,Agent 1,2025-04-19,13:24:39.068497,Management,Y,Y,70,13.44,4
64,Agent 2,2025-04-19,13:29:52.397403,Management,Y,Y,38,1.47,8
65,Agent 3,2025-04-19,13:30:24.371746,IT issue,Y,N,82,0.26,3
66,Agent 2,2025-04-19,13:34:49.768095,Management,Y,N,110,2.51,2
67,Agent 1,2025-04-19,13:40:35.211430,IT issue,Y,N,26,7.11,3
68,Agent 1,2025-04-19,13:56:40.351081,Management,Y,Y,39,3.19,10
69,Agent 1,2025-04-19,14:04:52.037170,IT issue,Y,Y,95,3.15,6
70,Agent 2,2025-04-19,14:07:05.222510,Management,Y,N,73,10.43,1
71,Agent 1,2025-04-19,14:08:20.099711,Management,Y,N,44,1.82,2
72,Agent 1,2025-04-19,14:16:58.813203,IT issue,Y,N,37,4.28,1
73,Agent 1,2025-04-19,14:26:21.876397,IT issue,Y,N,64,0.68,3
74,Agent 1,2025-04-19,14:30:58.244302,Management,Y,Y,111,5.35,5
75,Agent 1,2025-04-19,14:36:54.960983,IT issue,Y,Y,107,5.4,4
76,Agent 1,2025-04-19,14:42:27.532774,IT issue,Y,N,93,18.19,2
77,Agent 2,2025-04-19,14:48:23.951904,IT issue,Y,Y,18,2.06,9
78,Agent 2,2025-04-19,14:58:20.669283,IT issue,Y,Y,38,1.99,10
79,Agent 1,2025-04-19,15:01:59.849317,Management,Y,Y,26,0.26,10
80,Agent 1,2025-04-19,15:04:51.544577,Management,Y,Y,97,1.15,4
81,Agent 2,2025-04-19,15:05:45.992464,IT issue,Y,Y,114,0.52,5
82,Agent 1,2025-04-19,15:15:31.820917,IT issue,Y,Y,17,2.08,10
83,Agent 1,2025-04-19,15:27:10.432443,Management,Y,Y,120,7.92,3
84,Agent 1,2025-04-19,15:36:53.629989,Management,Y,Y,39,13.97,5
85,Agent 2,2025-04-19,15:41:29.831265,IT issue,Y,Y,70,3.59,5
86,Agent 3,2025-04-19,15:41:34.189174,IT issue,Y,Y,57,3.93,7
87,Agent 2,2025-04-19,15:45:07.551181,IT issue,Y,Y,53,15.45,5
88,Agent 3,2025-04-19,15:46:17.420226,IT issue,Y,N,105,6.17,2
89,Agent 1,2025-04-19,15:54:09.198722,IT issue,Y,Y,95,5.15,5
90,Agent 1,2025-04-19,16:12:50.689482,Management,Y,Y,93,9.35,4
91,Agent 1,2025-04-19,16:25:12.177371,Management,Y,Y,54,1.28,9
92,Agent 2,2025-04-19,16:25:17.312481,IT issue,Y,Y,106,7.5,6
93,Agent 1,2025-04-19,16:26:45.663776,IT issue,Y,N,104,0.84,1
94,Agent 1,2025-04-19,16:31:58.670409,IT issue,Y,N,66,2.71,3
95,Agent 2,2025-04-19,16:33:12.052924,IT issue,Y,Y,69,1.0,6
96,Agent 1,2025-04-19,16:38:30.521642,IT issue,Y,Y,86,1.83,5
97,Agent 1,2025-04-19,16:41:21.351837,Management,Y,Y,7,0.6,9
98,Agent 1,2025-04-19,16:58:41.557559,IT issue,Y,N,97,5.77,1
99,Agent 2,2025-04-19,16:59:37.969978,Management,Y,N,116,2.76,1
100,Agent 1,2025-04-19,17:13:59.073190,IT issue,Y,Y,56,2.19,9
101,Agent 1,2025-04-19,17:19:13.814905,Management,Y,Y,34,1.64,10
102,Agent 1,2025-04-19,17:23:26.273293,IT issue,Y,N,51,0.14,2
103,Agent 1,2025-04-19,17:24:01.686022,IT issue,Y,N,95,0.34,3
104,Agent 1,2025-04-19,17:25:37.157675,IT issue,Y,Y,31,0.28,10
105,Agent 1,2025-04-19,17:32:31.686083,IT issue,Y,N,30,1.16,3
106,Agent 1,2025-04-19,17:47:33.601211,Management,Y,Y,73,2.4,6
107,Agent 2,2025-04-19,17:47:57.932865,IT issue,Y,Y,72,5.72,4
108,Agent 1,2025-04-19,17:52:52.104442,Management,Y,Y,112,2.15,5
109,Agent 1,2025-04-19,17:59:31.270987,IT issue,Y,N,91,11.12,2
110,Agent 2,2025-04-19,18:01:09.761545,Management,Y,Y,74,6.47,6
111,Agent 3,2025-04-19,18:06:24.487584,Management,Y,Y,116,9.43,4
112,,2025-04-19,18:06:49.090138,Management,N,,,,
113,,2025-04-19,18:07:02.377947,IT issue,N,,,,
114,Agent 2,2025-04-19,18:10:28.057894,IT issue,Y,Y,15,3.75,7
115,Agent 1,2025-04-19,18:11:28.872216,IT issue,Y,N,68,4.09,3
116,,2025-04-19,18:13:04.267394,Management,N,,,,
117,Agent 1,2025-04-19,18:18:33.704339,Management,Y,Y,89,7.01,5
118,Agent 2,2025-04-19,18:20:15.897752,IT issue,Y,Y,46,15.32,4
119,Agent 3,2025-04-19,18:22:24.421477,Management,Y,Y,49,17.36,5
120,Agent 1,2025-04-19,18:31:43.301778,Management,Y,Y,11,4.48,7
121,,2025-04-19,18:33:31.964734,Management,N,,,,
122,Agent 1,2025-04-19,18:37:18.561545,IT issue,Y,N,102,0.85,2
123,Agent 1,2025-04-19,18:38:51.904674,Management,Y,Y,100,2.57,6
124,Agent 2,2025-04-19,18:39:59.440222,Management,Y,Y,37,5.74,10
125,Agent 1,2025-04-19,18:46:41.545329,IT issue,Y,Y,66,1.19,5
126,Agent 2,2025-04-19,18:46:51.189568,IT issue,Y,Y,16,1.97,9
127,Agent 1,2025-04-19,18:52:26.857193,Management,Y,Y,42,2.64,8
128,Agent 2,2025-04-19,18:54:50.188415,IT issue,Y,Y,15,6.35,4
129,Agent 1,2025-04-19,19:05:59.066295,Management,Y,Y,6,0.65,10
130,Agent 1,2025-04-19,19:08:04.586903,Management,Y,Y,6,0.97,8
131,Agent 1,2025-04-19,19:17:42.297368,Management,Y,Y,116,2.2,4
132,Agent 2,2025-04-19,19:19:28.319842,Management,Y,N,49,0.7,1
133,Agent 3,2025-04-19,19:19:39.839424,IT issue,Y,N,51,1.79,3
134,Agent 1,2025-04-19,19:20:16.676169,Management,Y,Y,91,0.42,5
135,Agent 1,2025-04-19,19:21:34.870492,IT issue,Y,N,106,3.82,1
136,Agent 1,2025-04-19,19:28:16.372031,Management,Y,Y,30,13.11,6
137,Agent 2,2025-04-19,19:32:04.704131,Management,Y,N,28,4.32,3
138,Agent 2,2025-04-19,19:39:39.331975,IT issue,Y,Y,118,9.33,4
139,Agent 1,2025-04-19,19:47:21.529897,Management,Y,Y,111,9.46,5
140,Agent 3,2025-04-19,19:48:30.211590,Management,Y,Y,110,4.51,5
141,Agent 2,2025-04-19,19:55:11.205044,Management,Y,N,101,1.91,3
142,Agent 1,2025-04-19,20:07:06.860069,IT issue,Y,Y,120,2.36,3
143,Agent 2,2025-04-19,20:08:34.693374,IT issue,Y,N,8,1.29,3
144,Agent 1,2025-04-19,20:10:25.068305,IT issue,Y,Y,100,3.52,4
145,Agent 2,2025-04-19,20:13:38.956090,Management,Y,Y,76,1.85,6
146,Agent 1,2025-04-19,20:24:53.305249,Management,Y,Y,106,5.59,6
147,Agent 2,2025-04-19,20:27:06.234969,IT issue,Y,Y,24,0.89,7
148,Agent 2,2025-04-19,20:28:26.389997,IT issue,Y,Y,104,0.17,6
149,Agent 1,2025-04-19,20:33:05.157949,IT issue,Y,N,92,1.94,1
150,Agent 1,2025-04-19,20:37:29.534316,IT issue,Y,N,98,4.18,3
151,Agent 2,2025-04-19,20:38:24.276149,Management,Y,N,41,0.04,2
152,Agent 1,2025-04-19,20:43:30.283564,Management,Y,Y,61,6.7,4
153,Agent 2,2025-04-19,20:45:37.490117,Management,Y,Y,11,1.44,7
154,Agent 2,2025-04-19,20:47:15.323956,IT issue,Y,Y,104,0.36,4
155,Agent 2,2025-04-19,20:48:33.448210,Management,Y,Y,53,7.15,4
156,Agent 1,2025-04-19,21:06:23.298526,IT issue,Y,Y,111,0.74,6
157,Agent 2,2025-04-19,21:06:35.843783,Management,Y,Y,40,11.59,6
158,Agent 1,2025-04-19,21:09:04.853192,Management,Y,Y,13,4.29,10
159,Agent 1,2025-04-19,21:14:28.498021,IT issue,Y,Y,12,2.65,7
160,Agent 1,2025-04-19,21:26:29.078208,IT issue,Y,N,83,1.85,1
161,Agent 2,2025-04-19,21:27:54.581835,Management,Y,Y,53,9.15,5
162,Agent 3,2025-04-19,21:28:07.689307,IT issue,Y,Y,13,9.22,4
163,Agent 1,2025-04-19,21:29:39.458858,Management,Y,Y,29,0.62,10
164,Agent 1,2025-04-19,21:36:15.129998,IT issue,Y,N,98,0.17,1
165,Agent 1,2025-04-19,21:37:33.757840,Management,Y,Y,74,5.02,6
166,Agent 2,2025-04-19,21:41:17.753390,Management,Y,N,107,3.82,2
167,Agent 1,2025-04-19,21:51:30.512581,Management,Y,Y,117,1.19,6
168,Agent 1,2025-04-19,22:08:10.986926,IT issue,Y,N,57,2.89,3
169,Agent 1,2025-04-19,22:11:20.014094,Management,Y,Y,48,4.2,10
170,Agent 1,2025-04-19,22:27:39.963668,Management,Y,Y,117,1.52,6
171,Agent 1,2025-04-19,22:34:40.023871,IT issue,Y,N,35,1.78,3
172,Agent 1,2025-04-19,22:48:05.965581,Management,Y,Y,82,1.75,4
173,Agent 2,2025-04-19,22:49:01.548324,IT issue,Y,Y,46,15.01,5
174,Agent 1,2025-04-19,22:54:44.688201,IT issue,Y,N,50,7.1,3
175,Agent 3,2025-04-19,22:56:52.769190,Management,Y,Y,22,4.73,9
176,,2025-04-19,22:58:48.180620,IT issue,N,,,,
177,Agent 1,2025-04-19,23:17:44.202339,Management,Y,Y,56,11.31,5
178,Agent 2,2025-04-19,23:21:07.288030,IT issue,Y,Y,90,8.77,4
179,Agent 3,2025-04-19,23:22:01.443302,IT issue,Y,Y,12,2.11,9
180,,2025-04-19,23:23:09.336966,IT issue,N,,,,
181,Agent 3,2025-04-19,23:25:16.572935,Management,Y,Y,87,5.23,5
182,Agent 1,2025-04-19,23:45:27.014213,IT issue,Y,Y,18,13.67,6
183,Agent 2,2025-04-19,23:46:14.308823,Management,Y,N,45,2.4,2
184,Agent 2,2025-04-19,23:54:37.749673,IT issue,Y,Y,96,4.53,5
185,Agent 1,2025-04-19,23:59:11.738455,IT issue,Y,Y,20,1.9,8
186,Agent 1,2025-04-20,00:04:19.573831,IT issue,Y,N,112,3.41,2
187,Agent 2,2025-04-20,00:04:59.853581,Management,Y,N,61,1.75,1
188,Agent 3,2025-04-20,00:06:42.520241,IT issue,Y,N,98,7.53,3
189,Agent 1,2025-04-20,00:11:29.338797,Management,Y,Y,120,1.64,2
190,Agent 2,2025-04-20,00:12:49.222418,Management,Y,N,59,2.58,3
191,Agent 1,2025-04-20,00:17:07.316287,Management,Y,Y,88,3.28,4
192,Agent 2,2025-04-20,00:19:29.221484,IT issue,Y,Y,33,3.42,7
193,Agent 1,2025-04-20,00:28:59.969299,Management,Y,Y,48,4.91,10
194,Agent 1,2025-04-20,00:41:15.221344,IT issue,Y,N,87,6.07,2
195,Agent 2,2025-04-20,00:44:53.222426,Management,Y,N,87,6.42,1
196,Agent 1,2025-04-20,00:47:46.346870,IT issue,Y,N,108,1.96,2
197,Agent 1,2025-04-20,00:59:02.339098,Management,Y,N,23,2.98,2
198,Agent 1,2025-04-20,01:29:16.637534,Management,Y,Y,54,3.32,10
199,Agent 2,2025-04-20,01:29:59.626108,Management,Y,N,103,12.03,3
200,Agent 3,2025-04-20,01:31:09.746817,Management,Y,Y,106,5.78,5
201,Agent 1,2025-04-20,01:34:37.072062,IT issue,Y,Y,51,2.45,10
202,,2025-04-20,01:35:56.896429,IT issue,N,,,,
203,Agent 3,2025-04-20,01:36:57.155103,IT issue,Y,Y,56,7.86,5
204,Agent 1,2025-04-20,01:40:19.001536,IT issue,Y,Y,46,0.33,9
205,Agent 1,2025-04-20,01:42:07.859976,IT issue,Y,N,107,8.91,2
206,Agent 2,2025-04-20,01:45:25.787442,IT issue,Y,Y,60,3.01,5
207,Agent 3,2025-04-20,01:45:45.188905,Management,Y,N,118,0.2,3
208,Agent 3,2025-04-20,01:47:17.438980,Management,Y,Y,20,5.66,10
209,Agent 1,2025-04-20,01:56:13.523072,Management,Y,Y,20,9.26,6
210,Agent 2,2025-04-20,01:57:28.651641,Management,Y,N,82,3.63,1
211,Agent 3,2025-04-20,01:59:49.191043,Management,Y,Y,97,0.59,6
212,Agent 3,2025-04-20,02:00:50.479523,Management,Y,Y,43,1.34,10
213,Agent 1,2025-04-20,02:18:43.814799,Management,Y,Y,113,1.6,4
214,Agent 2,2025-04-20,02:20:18.502752,Management,Y,Y,48,2.57,8
215,Agent 1,2025-04-20,02:24:39.775283,IT issue,Y,N,23,9.52,3
216,Agent 2,2025-04-20,02:29:10.005905,IT issue,Y,Y,81,10.99,4
217,Agent 3,2025-04-20,02:29:20.311275,Management,Y,Y,44,9.07,4
218,,2025-04-20,02:33:47.748270,Management,N,,,,
219,,2025-04-20,02:34:08.338431,Management,N,,,,
220,Agent 1,2025-04-20,02:38:37.583756,IT issue,Y,N,91,4.74,2
221,Agent 1,2025-04-20,02:48:59.669732,IT issue,Y,N,69,0.3,2
222,Agent 1,2025-04-20,03:08:49.096071,Management,Y,Y,6,4.41,9
223,Agent 2,2025-04-20,03:08:55.579082,IT issue,Y,Y,20,1.57,7
224,Agent 2,2025-04-20,03:11:47.149305,IT issue,Y,Y,80,1.04,4
225,Agent 1,2025-04-20,03:18:18.316053,Management,Y,Y,35,0.45,8
226,Agent 1,2025-04-20,03:18:57.843452,IT issue,Y,N,76,4.51,1
227,Agent 2,2025-04-20,03:19:34.624022,Management,Y,N,62,0.41,3
228,Agent 2,2025-04-20,03:20:47.445805,Management,Y,N,33,6.89,2
229,Agent 1,2025-04-20,03:29:39.150071,IT issue,Y,N,31,1.79,1
230,Agent 1,2025-04-20,03:32:38.174553,IT issue,Y,N,33,0.7,3
231,Agent 1,2025-04-20,03:33:47.218466,Management,Y,N,52,1.51,1
232,Agent 2,2025-04-20,03:34:46.004550,Management,Y,Y,95,3.75,4
233,Agent 1,2025-04-20,03:41:51.438209,Management,Y,Y,49,2.44,8
234,Agent 1,2025-04-20,03:44:41.639054,Management,Y,Y,32,3.06,9
235,Agent 2,2025-04-20,03:46:58.136783,IT issue,Y,Y,108,5.87,6
236,Agent 1,2025-04-20,03:54:07.402081,IT issue,Y,Y,103,2.18,4
237,Agent 2,2025-04-20,03:55:24.808380,Management,Y,Y,7,6.64,5
238,Agent 3,2025-04-20,03:56:02.822168,Management,Y,Y,83,1.73,5
239,Agent 1,2025-04-20,03:59:12.139173,IT issue,Y,N,9,4.39,1
240,Agent 2,2025-04-20,04:02:21.076274,IT issue,Y,Y,29,4.78,8
241,Agent 1,2025-04-20,04:07:03.945535,Management,Y,Y,76,5.82,4
242,Agent 2,2025-04-20,04:12:35.768399,Management,Y,Y,30,1.17,8
243,Agent 1,2025-04-20,04:17:44.324936,Management,Y,Y,17,3.44,8
244,Agent 2,2025-04-20,04:19:55.457536,IT issue,Y,Y,24,0.34,9
245,Agent 1,2025-04-20,04:30:00.261695,Management,Y,Y,30,13.53,5
246,Agent 2,2025-04-20,04:38:50.474525,Management,Y,N,114,7.67,3
247,Agent 3,2025-04-20,04:41:27.679518,IT issue,Y,Y,14,0.84,7
248,Agent 1,2025-04-20,04:46:23.297226,IT issue,Y,N,44,27.53,1
249,Agent 2,2025-04-20,04:51:56.712516,IT issue,Y,Y,104,4.61,5
250,Agent 2,2025-04-20,05:06:44.293327,IT issue,Y,Y,62,4.92,5
251,Agent 3,2025-04-20,05:08:21.324900,IT issue,Y,Y,22,14.2,6
252,,2025-04-20,05:08:36.465502,Management,N,,,,
253,,2025-04-20,05:10:50.587354,IT issue,N,,,,
254,Agent 2,2025-04-20,05:11:53.179114,Management,Y,Y,92,0.55,6
255,Agent 2,2025-04-20,05:13:39.584331,IT issue,Y,Y,82,11.51,5
256,Agent 1,2025-04-20,05:15:02.101747,Management,Y,Y,90,6.0,4
257,,2025-04-20,05:15:16.024326,IT issue,N,,,,
258,,2025-04-20,05:17:38.142469,IT issue,N,,,,
259,Agent 1,2025-04-20,05:22:42.802335,Management,Y,Y,49,9.93,4
260,Agent 2,2025-04-20,05:27:27.754355,IT issue,Y,Y,120,0.18,1
261,Agent 1,2025-04-20,05:34:01.138219,Management,Y,Y,52,5.08,9
262,Agent 2,2025-04-20,05:34:14.625208,Management,Y,N,15,8.63,1
263,Agent 3,2025-04-20,05:37:32.122624,IT issue,Y,Y,114,3.22,5
264,Agent 1,2025-04-20,05:44:35.708390,Management,Y,Y,69,0.81,5
265,Agent 1,2025-04-20,05:50:06.911104,Management,Y,Y,95,1.22,4
266,Agent 1,2025-04-20,05:51:30.257134,Management,Y,Y,14,1.95,9
267,Agent 1,2025-04-20,05:55:43.091023,IT issue,Y,N,55,3.3,1
268,Agent 1,2025-04-20,06:01:20.278555,IT issue,Y,N,16,0.19,1
269,Agent 1,2025-04-20,06:11:57.604405,IT issue,Y,N,115,7.27,1
270,Agent 2,2025-04-20,06:14:46.061084,Management,Y,Y,102,6.22,6
271,Agent 3,2025-04-20,06:18:06.689858,IT issue,Y,N,117,3.74,1
272,,2025-04-20,06:18:15.781261,IT issue,N,,,,
273,Agent 1,2025-04-20,06:19:58.121603,Management,Y,Y,107,2.99,6
274,Agent 1,2025-04-20,06:23:15.356679,IT issue,Y,N,19,0.63,1
275,Agent 1,2025-04-20,06:26:20.064066,Management,Y,Y,79,2.55,4
276,Agent 1,2025-04-20,06:29:11.491149,IT issue,Y,N,51,8.16,1
277,Agent 2,2025-04-20,06:35:51.001637,IT issue,Y,Y,49,0.55,7
278,Agent 1,2025-04-20,06:47:54.424537,Management,Y,N,112,3.97,1
279,Agent 1,2025-04-20,06:55:23.147116,Management,Y,Y,119,1.29,4
280,Agent 1,2025-04-20,06:57:47.228173,IT issue,Y,Y,20,0.06,10
281,Agent 1,2025-04-20,07:00:20.345211,IT issue,Y,Y,106,2.11,4
282,Agent 1,2025-04-20,07:05:22.402059,IT issue,Y,N,76,7.2,2
283,Agent 2,2025-04-20,07:08:02.462943,Management,Y,N,32,0.01,2
284,Agent 2,2025-04-20,07:12:22.142910,IT issue,Y,Y,89,3.71,5
285,Agent 1,2025-04-20,07:17:43.543437,Management,Y,Y,79,3.98,6
286,Agent 2,2025-04-20,07:19:50.935123,Management,Y,N,51,4.61,2
287,Agent 1,2025-04-20,07:27:25.868871,IT issue,Y,N,113,5.79,2
288,Agent 2,2025-04-20,07:33:10.813604,IT issue,Y,Y,113,0.16,5
289,Agent 1,2025-04-20,07:36:55.403135,Management,Y,Y,36,6.28,4
290,Agent 2,2025-04-20,07:36:56.609153,Management,Y,Y,119,0.73,5
291,Agent 2,2025-04-20,07:38:59.613049,Management,Y,N,17,10.86,3
292,Agent 3,2025-04-20,07:41:21.434593,Management,Y,Y,33,1.95,10
293,Agent 1,2025-04-20,07:50:19.388098,Management,Y,Y,56,1.77,7
294,Agent 1,2025-04-20,07:56:07.719077,Management,Y,Y,55,1.43,8
295,Agent 1,2025-04-20,08:09:31.946527,IT issue,Y,N,52,0.86,1
296,Agent 1,2025-04-20,08:14:31.928572,IT issue,Y,Y,110,1.86,4
297,Agent 1,2025-04-20,08:22:01.554570,Management,Y,Y,11,2.29,10
298,Agent 2,2025-04-20,08:22:33.854208,IT issue,Y,Y,64,1.45,6
299,Agent 1,2025-04-20,08:25:52.356297,Management,Y,Y,109,3.03,6
300,Agent 1,2025-04-20,08:29:32.852485,Management,Y,Y,61,1.35,4
301,Agent 1,2025-04-20,08:32:19.736298,IT issue,Y,Y,19,6.91,5
302,Agent 2,2025-04-20,08:33:43.469708,Management,Y,Y,107,0.41,4
303,Agent 2,2025-04-20,08:36:25.592732,IT issue,Y,Y,104,3.57,5
304,Agent 1,2025-04-20,08:44:26.130392,Management,Y,Y,90,6.54,4
305,Agent 2,2025-04-20,08:46:03.038526,IT issue,Y,N,12,8.27,3
306,Agent 1,2025-04-20,08:51:12.273356,Management,Y,Y,93,3.86,5
307,Agent 1,2025-04-20,09:06:33.352473,Management,Y,Y,87,0.11,4
308,Agent 1,2025-04-20,09:10:27.836533,IT issue,Y,N,104,2.47,3
309,Agent 1,2025-04-20,09:15:06.553876,Management,Y,Y,52,3.29,10
310,Agent 1,2025-04-20,09:21:13.764617,IT issue,Y,Y,108,2.74,4
311,Agent 1,2025-04-20,09:25:00.167846,Management,Y,Y,85,0.55,4
312,Agent 1,2025-04-20,09:26:45.061194,Management,Y,Y,15,8.77,4
313,Agent 1,2025-04-20,09:37:51.311458,Management,Y,Y,94,0.64,4
314,Agent 1,2025-04-20,09:41:29.735564,IT issue,Y,Y,82,1.66,4
315,Agent 1,2025-04-20,09:52:09.919393,IT issue,Y,Y,108,0.99,5
316,Agent 2,2025-04-20,09:52:13.919268,Management,Y,N,80,2.69,1
317,Agent 1,2025-04-20,09:53:12.039936,Management,Y,N,105,0.93,2
318,Agent 1,2025-04-20,10:02:01.305931,IT issue,Y,Y,71,1.99,5
319,Agent 1,2025-04-20,10:04:22.578203,IT issue,Y,Y,39,0.61,10
320,Agent 1,2025-04-20,10:06:36.380074,Management,Y,Y,42,0.35,10
321,Agent 1,2025-04-20,10:21:13.071295,Management,Y,Y,85,0.53,5
322,Agent 1,2025-04-20,10:29:48.604607,IT issue,Y,Y,7,3.92,10
323,Agent 2,2025-04-20,10:32:26.608142,IT issue,Y,Y,52,4.68,9
324,Agent 1,2025-04-20,10:34:42.662859,Management,Y,Y,64,0.48,5
325,Agent 1,2025-04-20,10:43:55.666661,Management,Y,Y,17,10.61,4
326,Agent 2,2025-04-20,10:45:09.354651,IT issue,Y,N,120,6.09,1
327,Agent 3,2025-04-20,10:45:12.010954,IT issue,Y,N,38,6.3,3
328,,2025-04-20,10:50:10.259662,IT issue,N,,,,
329,Agent 2,2025-04-20,10:54:03.451160,Management,Y,Y,34,2.82,10
330,Agent 1,2025-04-20,10:54:43.368822,IT issue,Y,N,84,1.78,1
331,Agent 3,2025-04-20,10:56:23.688628,IT issue,Y,Y,6,0.34,7
332,Agent 1,2025-04-20,11:03:54.657321,Management,Y,Y,65,6.9,4
333,Agent 1,2025-04-20,11:13:40.250583,IT issue,Y,N,18,6.06,2
334,Agent 2,2025-04-20,11:15:40.212990,Management,Y,N,99,1.45,3
335,Agent 2,2025-04-20,11:17:36.946525,IT issue,Y,N,95,2.93,2
336,Agent 1,2025-04-20,11:24:50.273837,Management,Y,Y,97,0.76,6
337,Agent 1,2025-04-20,11:25:46.269666,Management,Y,Y,25,7.73,4
338,Agent 2,2025-04-20,11:27:05.034819,IT issue,Y,Y,103,0.94,4
339,Agent 2,2025-04-20,11:29:01.707291,Management,Y,N,115,0.75,2
