Call ID,Topic,State,Action,Reward,Resolved,Satisfaction,Wait Time (min),Next State,Dataset
186,Management,"('Management', 1, 1, 0)",0,-11.0,False,3,0.0,"('Management', 1, 1, 0)",dataset_1.csv
187,Management,"('Management', 1, 0, 0)",0,18.08551445,True,10,0.6096570333333333,"('Management', 1, 0, 0)",dataset_1.csv
188,IT issue,"('IT issue', 0, 1, 0)",1,19.0,True,8,0.0,"('IT issue', 0, 1, 0)",dataset_1.csv
189,IT issue,"('IT issue', 0, 1, 1)",2,-11.0,False,2,0.0,"('IT issue', 0, 1, 1)",dataset_1.csv
190,IT issue,"('IT issue', 1, 1, 1)",0,-11.0,False,2,0.0,"('IT issue', 1, 1, 1)",dataset_1.csv
191,Management,"('Management', 1, 1, 1)",0,19.0,True,8,0.0,"('Management', 1, 1, 1)",dataset_1.csv
192,IT issue,"('IT issue', 0, 1, 1)",1,19.0,True,7,0.0,"('IT issue', 0, 1, 1)",dataset_1.csv
193,IT issue,"('IT issue', 0, 1, 0)",1,19.0,True,10,0.0,"('IT issue', 0, 1, 0)",dataset_1.csv
194,Management,"('Management', 1, 0, 0)",0,19.0,True,9,0.0,"('Management', 1, 0, 0)",dataset_1.csv
195,Management,"('Management', 1, 0, 1)",2,19.0,True,7,0.0,"('Management', 1, 0, 1)",dataset_1.csv
196,Management,"('Management', 1, 0, 0)",0,19.0,True,10,0.0,"('Management', 1, 0, 0)",dataset_1.csv
197,IT issue,"('IT issue', 0, 1, 0)",1,19.0,True,9,0.0,"('IT issue', 0, 1, 0)",dataset_1.csv
198,IT issue,"('IT issue', 0, 1, 0)",1,18.4673537,True,10,0.3550975333333334,"('IT issue', 0, 1, 0)",dataset_1.csv
199,Management,"('Management', 1, 0, 0)",0,19.0,True,9,0.0,"('Management', 1, 0, 0)",dataset_1.csv
200,IT issue,"('IT issue', 0, 1, 0)",1,19.0,True,7,0.0,"('IT issue', 0, 1, 0)",dataset_1.csv
201,Management,"('Management', 1, 0, 0)",0,19.0,True,9,0.0,"('Management', 1, 0, 0)",dataset_1.csv
202,Management,"('Management', 1, 0, 0)",0,19.0,True,10,0.0,"('Management', 1, 0, 0)",dataset_1.csv
203,Management,"('Management', 1, 0, 0)",0,18.004399675,True,10,0.66373355,"('Management', 1, 0, 0)",dataset_1.csv
204,Management,"('Management', 1, 0, 0)",0,-11.0,False,3,0.0,"('Management', 1, 0, 0)",dataset_1.csv
205,Management,"('Management', 1, 0, 1)",2,19.0,True,9,0.0,"('Management', 1, 0, 1)",dataset_1.csv
206,IT issue,"('IT issue', 0, 1, 1)",1,19.0,True,8,0.0,"('IT issue', 0, 1, 1)",dataset_1.csv
207,Management,"('Management', 1, 1, 1)",0,19.0,True,7,0.0,"('Management', 1, 1, 1)",dataset_1.csv
208,IT issue,"('IT issue', 1, 1, 1)",0,-11.031295025,False,3,0.02086335,"('IT issue', 1, 1, 1)",dataset_1.csv
209,Management,"('Management', 1, 1, 1)",2,-11.563729225,False,2,0.3758194833333333,"('Management', 1, 1, 1)",dataset_1.csv
210,Management,"('Management', 1, 0, 1)",2,-12.9481194,False,3,1.2987462666666665,"('Management', 1, 0, 1)",dataset_1.csv
211,IT issue,"('IT issue', 1, 1, 1)",1,19.0,True,8,0.0,"('IT issue', 1, 1, 1)",dataset_1.csv
212,Management,"('Management', 1, 0, 1)",0,19.0,True,8,0.0,"('Management', 1, 0, 1)",dataset_1.csv
213,IT issue,"('IT issue', 0, 1, 0)",1,19.0,True,10,0.0,"('IT issue', 0, 1, 0)",dataset_1.csv
214,IT issue,"('IT issue', 0, 1, 0)",1,19.0,True,10,0.0,"('IT issue', 0, 1, 0)",dataset_1.csv
215,IT issue,"('IT issue', 0, 1, 0)",1,19.0,True,10,0.0,"('IT issue', 0, 1, 0)",dataset_1.csv
216,Management,"('Management', 1, 0, 0)",0,19.0,True,9,0.0,"('Management', 1, 0, 0)",dataset_1.csv
217,Management,"('Management', 1, 0, 0)",0,19.0,True,9,0.0,"('Management', 1, 0, 0)",dataset_1.csv
218,Management,"('Management', 1, 0, 0)",0,19.0,True,10,0.0,"('Management', 1, 0, 0)",dataset_1.csv
219,Management,"('Management', 1, 0, 1)",2,19.0,True,9,0.0,"('Management', 1, 0, 1)",dataset_1.csv
220,IT issue,"('IT issue', 0, 1, 0)",1,19.0,True,9,0.0,"('IT issue', 0, 1, 0)",dataset_1.csv
221,Management,"('Management', 1, 1, 0)",0,19.0,True,9,0.0,"('Management', 1, 1, 0)",dataset_1.csv
222,Management,"('Management', 1, 1, 0)",0,19.0,True,9,0.0,"('Management', 1, 1, 0)",dataset_1.csv
223,Management,"('Management', 1, 1, 1)",2,19.0,True,8,0.0,"('Management', 1, 1, 1)",dataset_1.csv
224,IT issue,"('IT issue', 0, 1, 1)",2,19.0,True,10,0.0,"('IT issue', 0, 1, 1)",dataset_1.csv
225,IT issue,"('IT issue', 0, 1, 1)",1,16.32891365,True,10,1.7807242333333333,"('IT issue', 0, 1, 1)",dataset_1.csv
226,Management,"('Management', 1, 0, 0)",0,19.0,True,10,0.0,"('Management', 1, 0, 0)",dataset_1.csv
227,Management,"('Management', 1, 0, 1)",2,-11.0,False,1,0.0,"('Management', 1, 0, 1)",dataset_1.csv
228,Management,"('Management', 1, 0, 0)",0,19.0,True,7,0.0,"('Management', 1, 0, 0)",dataset_1.csv
229,IT issue,"('IT issue', 1, 1, 0)",1,19.0,True,7,0.0,"('IT issue', 1, 1, 0)",dataset_1.csv
230,IT issue,"('IT issue', 0, 1, 0)",1,19.0,True,7,0.0,"('IT issue', 0, 1, 0)",dataset_1.csv
231,Management,"('Management', 1, 1, 0)",0,19.0,True,9,0.0,"('Management', 1, 1, 0)",dataset_1.csv
232,IT issue,"('IT issue', 1, 1, 0)",1,19.0,True,9,0.0,"('IT issue', 1, 1, 0)",dataset_1.csv
233,Management,"('Management', 1, 0, 0)",0,19.0,True,10,0.0,"('Management', 1, 0, 0)",dataset_1.csv
234,IT issue,"('IT issue', 0, 1, 0)",1,19.0,True,9,0.0,"('IT issue', 0, 1, 0)",dataset_1.csv
235,Management,"('Management', 1, 0, 0)",0,19.0,True,9,0.0,"('Management', 1, 0, 0)",dataset_1.csv
236,IT issue,"('IT issue', 0, 1, 0)",1,19.0,True,9,0.0,"('IT issue', 0, 1, 0)",dataset_1.csv
237,Management,"('Management', 1, 0, 0)",0,19.0,True,8,0.0,"('Management', 1, 0, 0)",dataset_1.csv
238,IT issue,"('IT issue', 0, 1, 0)",1,19.0,True,8,0.0,"('IT issue', 0, 1, 0)",dataset_1.csv
239,Management,"('Management', 1, 0, 0)",0,19.0,True,9,0.0,"('Management', 1, 0, 0)",dataset_1.csv
240,IT issue,"('IT issue', 1, 1, 0)",1,19.0,True,8,0.0,"('IT issue', 1, 1, 0)",dataset_1.csv
241,Management,"('Management', 1, 1, 1)",2,19.0,True,9,0.0,"('Management', 1, 1, 1)",dataset_1.csv
242,Management,"('Management', 1, 0, 1)",0,19.0,True,9,0.0,"('Management', 1, 0, 1)",dataset_1.csv
243,Management,"('Management', 1, 1, 1)",1,-11.0,False,2,0.0,"('Management', 1, 1, 1)",dataset_1.csv
244,IT issue,"('IT issue', 1, 1, 1)",2,-12.244868,False,1,0.829912,"('IT issue', 1, 1, 1)",dataset_1.csv
245,Management,"('Management', 1, 1, 1)",0,19.0,True,9,0.0,"('Management', 1, 1, 1)",dataset_1.csv
246,Management,"('Management', 1, 0, 1)",2,19.0,True,9,0.0,"('Management', 1, 0, 1)",dataset_1.csv
247,IT issue,"('IT issue', 1, 1, 1)",1,19.0,True,10,0.0,"('IT issue', 1, 1, 1)",dataset_1.csv
248,Management,"('Management', 1, 0, 0)",0,19.0,True,9,0.0,"('Management', 1, 0, 0)",dataset_1.csv
249,Management,"('Management', 1, 0, 0)",0,19.0,True,9,0.0,"('Management', 1, 0, 0)",dataset_1.csv
250,IT issue,"('IT issue', 0, 1, 0)",1,19.0,True,10,0.0,"('IT issue', 0, 1, 0)",dataset_1.csv
251,IT issue,"('IT issue', 0, 1, 0)",1,19.0,True,7,0.0,"('IT issue', 0, 1, 0)",dataset_1.csv
252,IT issue,"('IT issue', 0, 1, 1)",2,19.0,True,10,0.0,"('IT issue', 0, 1, 1)",dataset_1.csv
253,Management,"('Management', 1, 1, 1)",0,19.0,True,7,0.0,"('Management', 1, 1, 1)",dataset_1.csv
254,Management,"('Management', 1, 1, 1)",1,19.0,True,8,0.0,"('Management', 1, 1, 1)",dataset_1.csv
255,Management,"('Management', 1, 0, 0)",0,19.0,True,9,0.0,"('Management', 1, 0, 0)",dataset_1.csv
256,Management,"('Management', 1, 0, 1)",2,19.0,True,7,0.0,"('Management', 1, 0, 1)",dataset_1.csv
257,IT issue,"('IT issue', 1, 1, 1)",1,19.0,True,7,0.0,"('IT issue', 1, 1, 1)",dataset_1.csv
258,IT issue,"('IT issue', 1, 1, 0)",1,19.0,True,10,0.0,"('IT issue', 1, 1, 0)",dataset_1.csv
259,IT issue,"('IT issue', 0, 1, 0)",1,19.0,True,10,0.0,"('IT issue', 0, 1, 0)",dataset_1.csv
260,Management,"('Management', 1, 1, 0)",0,-11.0,False,1,0.0,"('Management', 1, 1, 0)",dataset_1.csv
261,Management,"('Management', 1, 1, 0)",0,19.0,True,9,0.0,"('Management', 1, 1, 0)",dataset_1.csv
262,IT issue,"('IT issue', 0, 1, 0)",1,19.0,True,7,0.0,"('IT issue', 0, 1, 0)",dataset_1.csv
263,Management,"('Management', 1, 1, 0)",0,19.0,True,8,0.0,"('Management', 1, 1, 0)",dataset_1.csv
264,IT issue,"('IT issue', 1, 1, 1)",2,-11.0,False,1,0.0,"('IT issue', 1, 1, 1)",dataset_1.csv
265,IT issue,"('IT issue', 0, 1, 0)",1,-11.814998425,False,1,0.5433322833333333,"('IT issue', 0, 1, 0)",dataset_1.csv
266,IT issue,"('IT issue', 0, 1, 0)",1,19.0,True,9,0.0,"('IT issue', 0, 1, 0)",dataset_1.csv
267,IT issue,"('IT issue', 0, 1, 0)",1,19.0,True,9,0.0,"('IT issue', 0, 1, 0)",dataset_1.csv
268,IT issue,"('IT issue', 0, 1, 0)",1,19.0,True,8,0.0,"('IT issue', 0, 1, 0)",dataset_1.csv
269,IT issue,"('IT issue', 0, 1, 0)",1,19.0,True,7,0.0,"('IT issue', 0, 1, 0)",dataset_1.csv
270,IT issue,"('IT issue', 0, 1, 0)",1,19.0,True,9,0.0,"('IT issue', 0, 1, 0)",dataset_1.csv
271,Management,"('Management', 1, 0, 0)",0,19.0,True,9,0.0,"('Management', 1, 0, 0)",dataset_1.csv
272,IT issue,"('IT issue', 0, 1, 0)",1,19.0,True,7,0.0,"('IT issue', 0, 1, 0)",dataset_1.csv
273,Management,"('Management', 1, 1, 0)",0,19.0,True,9,0.0,"('Management', 1, 1, 0)",dataset_1.csv
274,Management,"('Management', 1, 0, 0)",0,19.0,True,10,0.0,"('Management', 1, 0, 0)",dataset_1.csv
275,IT issue,"('IT issue', 1, 1, 0)",1,19.0,True,10,0.0,"('IT issue', 1, 1, 0)",dataset_1.csv
276,IT issue,"('IT issue', 1, 1, 0)",1,18.846910825,True,9,0.10205945000000001,"('IT issue', 1, 1, 0)",dataset_1.csv
277,IT issue,"('IT issue', 1, 1, 1)",2,19.0,True,10,0.0,"('IT issue', 1, 1, 1)",dataset_1.csv
278,IT issue,"('IT issue', 0, 1, 1)",1,18.517019225,True,9,0.3219871833333333,"('IT issue', 0, 1, 1)",dataset_1.csv
279,Management,"('Management', 1, 0, 0)",0,19.0,True,7,0.0,"('Management', 1, 0, 0)",dataset_1.csv
280,Management,"('Management', 1, 0, 0)",0,19.0,True,9,0.0,"('Management', 1, 0, 0)",dataset_1.csv
281,Management,"('Management', 1, 0, 0)",0,19.0,True,10,0.0,"('Management', 1, 0, 0)",dataset_1.csv
282,Management,"('Management', 1, 0, 0)",0,-11.0,False,2,0.0,"('Management', 1, 0, 0)",dataset_1.csv
283,Management,"('Management', 1, 0, 1)",2,19.0,True,7,0.0,"('Management', 1, 0, 1)",dataset_1.csv
284,Management,"('Management', 1, 0, 1)",0,19.0,True,8,0.0,"('Management', 1, 0, 1)",dataset_1.csv
285,Management,"('Management', 1, 0, 0)",0,19.0,True,7,0.0,"('Management', 1, 0, 0)",dataset_1.csv
286,Management,"('Management', 1, 0, 0)",0,18.683210475,True,8,0.21119301666666665,"('Management', 1, 0, 0)",dataset_1.csv
287,Management,"('Management', 1, 0, 1)",2,19.0,True,8,0.0,"('Management', 1, 0, 1)",dataset_1.csv
288,IT issue,"('IT issue', 1, 1, 1)",1,-11.0,False,1,0.0,"('IT issue', 1, 1, 1)",dataset_1.csv
289,Management,"('Management', 1, 1, 0)",0,18.51805105,True,8,0.3212993,"('Management', 1, 1, 0)",dataset_1.csv
290,Management,"('Management', 1, 1, 1)",2,19.0,True,7,0.0,"('Management', 1, 1, 1)",dataset_1.csv
291,IT issue,"('IT issue', 0, 1, 1)",1,-11.0,False,2,0.0,"('IT issue', 0, 1, 1)",dataset_1.csv
292,Management,"('Management', 1, 1, 1)",0,-11.0,False,2,0.0,"('Management', 1, 1, 1)",dataset_1.csv
293,IT issue,"('IT issue', 0, 1, 0)",1,19.0,True,10,0.0,"('IT issue', 0, 1, 0)",dataset_1.csv
294,Management,"('Management', 1, 0, 0)",0,19.0,True,9,0.0,"('Management', 1, 0, 0)",dataset_1.csv
295,Management,"('Management', 1, 0, 0)",0,-11.0,False,2,0.0,"('Management', 1, 0, 0)",dataset_1.csv
296,IT issue,"('IT issue', 0, 1, 0)",1,19.0,True,8,0.0,"('IT issue', 0, 1, 0)",dataset_1.csv
297,IT issue,"('IT issue', 0, 1, 0)",1,-11.0,False,1,0.0,"('IT issue', 0, 1, 0)",dataset_1.csv
298,IT issue,"('IT issue', 0, 1, 1)",2,-11.0,False,3,0.0,"('IT issue', 0, 1, 1)",dataset_1.csv
299,Management,"('Management', 1, 1, 1)",0,-11.0,False,1,0.0,"('Management', 1, 1, 1)",dataset_1.csv
300,Management,"('Management', 1, 0, 0)",0,19.0,True,9,0.0,"('Management', 1, 0, 0)",dataset_1.csv
301,Management,"('Management', 1, 0, 0)",0,19.0,True,8,0.0,"('Management', 1, 0, 0)",dataset_1.csv
1,Management,"('Management', 1, 0, 0)",0,19.0,True,8,0.0,"('Management', 1, 0, 0)",dataset_1.csv
302,IT issue,"('IT issue', 0, 1, 0)",1,19.0,True,10,0.0,"('IT issue', 0, 1, 0)",dataset_1.csv
303,IT issue,"('IT issue', 0, 1, 0)",1,18.559311075,True,7,0.2937926166666667,"('IT issue', 0, 1, 0)",dataset_1.csv
304,Management,"('Management', 1, 1, 0)",0,-11.0,False,2,0.0,"('Management', 1, 1, 0)",dataset_1.csv
2,IT issue,"('IT issue', 1, 1, 0)",1,19.0,True,10,0.0,"('IT issue', 1, 1, 0)",dataset_1.csv
305,IT issue,"('IT issue', 1, 1, 1)",2,19.0,True,8,0.0,"('IT issue', 1, 1, 1)",dataset_1.csv
306,Management,"('Management', 1, 0, 1)",2,17.225589125,True,10,1.1829405833333333,"('Management', 1, 0, 1)",dataset_1.csv
3,IT issue,"('IT issue', 1, 1, 1)",1,19.0,True,9,0.0,"('IT issue', 1, 1, 1)",dataset_1.csv
307,IT issue,"('IT issue', 1, 1, 1)",3,-10.0,False,0,,"('IT issue', 1, 1, 1)",dataset_1.csv
4,IT issue,"('IT issue', 1, 1, 1)",2,16.026531075,True,8,1.9823126166666667,"('IT issue', 1, 1, 1)",dataset_1.csv
5,IT issue,"('IT issue', 1, 1, 1)",2,19.0,True,8,0.0,"('IT issue', 1, 1, 1)",dataset_1.csv
308,Management,"('Management', 1, 1, 1)",0,19.0,True,7,0.0,"('Management', 1, 1, 1)",dataset_1.csv
6,Management,"('Management', 1, 1, 1)",2,18.7928182,True,10,0.1381212,"('Management', 1, 1, 1)",dataset_1.csv
7,Management,"('Management', 1, 0, 0)",0,19.0,True,8,0.0,"('Management', 1, 0, 0)",dataset_1.csv
8,Management,"('Management', 1, 0, 1)",2,-11.0,False,3,0.0,"('Management', 1, 0, 1)",dataset_1.csv
309,IT issue,"('IT issue', 1, 1, 1)",1,19.0,True,8,0.0,"('IT issue', 1, 1, 1)",dataset_1.csv
9,IT issue,"('IT issue', 1, 1, 1)",1,18.815623875,True,7,0.12291741666666667,"('IT issue', 1, 1, 1)",dataset_1.csv
310,Management,"('Management', 1, 0, 1)",0,19.0,True,9,0.0,"('Management', 1, 0, 1)",dataset_1.csv
10,Management,"('Management', 1, 0, 1)",2,-12.98796185,False,1,1.3253078999999999,"('Management', 1, 0, 1)",dataset_1.csv
311,Management,"('Management', 1, 0, 1)",2,19.0,True,7,0.0,"('Management', 1, 0, 1)",dataset_1.csv
312,Management,"('Management', 1, 0, 0)",0,19.0,True,9,0.0,"('Management', 1, 0, 0)",dataset_1.csv
313,Management,"('Management', 1, 0, 0)",0,19.0,True,10,0.0,"('Management', 1, 0, 0)",dataset_1.csv
11,IT issue,"('IT issue', 0, 1, 0)",1,19.0,True,8,0.0,"('IT issue', 0, 1, 0)",dataset_1.csv
12,Management,"('Management', 1, 1, 0)",0,19.0,True,8,0.0,"('Management', 1, 1, 0)",dataset_1.csv
314,Management,"('Management', 1, 0, 0)",0,19.0,True,9,0.0,"('Management', 1, 0, 0)",dataset_1.csv
315,Management,"('Management', 1, 0, 1)",2,19.0,True,7,0.0,"('Management', 1, 0, 1)",dataset_1.csv
316,IT issue,"('IT issue', 1, 1, 1)",1,19.0,True,9,0.0,"('IT issue', 1, 1, 1)",dataset_1.csv
13,IT issue,"('IT issue', 0, 1, 1)",1,19.0,True,7,0.0,"('IT issue', 0, 1, 1)",dataset_1.csv
14,Management,"('Management', 1, 1, 0)",0,19.0,True,10,0.0,"('Management', 1, 1, 0)",dataset_1.csv
15,IT issue,"('IT issue', 1, 1, 0)",1,17.610980775,True,7,0.9260128166666667,"('IT issue', 1, 1, 0)",dataset_1.csv
16,Management,"('Management', 1, 1, 0)",0,17.858337325,True,10,0.76110845,"('Management', 1, 1, 0)",dataset_1.csv
17,Management,"('Management', 1, 1, 1)",2,19.0,True,7,0.0,"('Management', 1, 1, 1)",dataset_1.csv
18,IT issue,"('IT issue', 1, 1, 0)",1,19.0,True,10,0.0,"('IT issue', 1, 1, 0)",dataset_1.csv
19,IT issue,"('IT issue', 1, 1, 1)",2,19.0,True,8,0.0,"('IT issue', 1, 1, 1)",dataset_1.csv
317,Management,"('Management', 1, 1, 1)",0,18.202627275,True,7,0.5315818166666666,"('Management', 1, 1, 1)",dataset_1.csv
20,IT issue,"('IT issue', 0, 1, 0)",1,-11.0,False,3,0.0,"('IT issue', 0, 1, 0)",dataset_1.csv
21,Management,"('Management', 1, 0, 0)",0,-11.0,False,1,0.0,"('Management', 1, 0, 0)",dataset_1.csv
22,IT issue,"('IT issue', 1, 1, 0)",1,-11.0,False,3,0.0,"('IT issue', 1, 1, 0)",dataset_1.csv
318,Management,"('Management', 1, 1, 0)",0,19.0,True,8,0.0,"('Management', 1, 1, 0)",dataset_1.csv
319,IT issue,"('IT issue', 1, 1, 1)",2,19.0,True,7,0.0,"('IT issue', 1, 1, 1)",dataset_1.csv
320,Management,"('Management', 1, 1, 0)",0,19.0,True,8,0.0,"('Management', 1, 1, 0)",dataset_1.csv
23,Management,"('Management', 1, 1, 0)",0,18.016553000000002,True,10,0.6556313333333333,"('Management', 1, 1, 0)",dataset_1.csv
321,Management,"('Management', 1, 1, 1)",2,19.0,True,9,0.0,"('Management', 1, 1, 1)",dataset_1.csv
24,IT issue,"('IT issue', 1, 1, 1)",1,17.493181525,True,8,1.00454565,"('IT issue', 1, 1, 1)",dataset_1.csv
322,IT issue,"('IT issue', 1, 1, 1)",2,16.3988375,True,9,1.7341083333333331,"('IT issue', 1, 1, 1)",dataset_1.csv
25,Management,"('Management', 1, 1, 0)",0,19.0,True,8,0.0,"('Management', 1, 1, 0)",dataset_1.csv
323,Management,"('Management', 1, 1, 1)",2,-11.0,False,3,0.0,"('Management', 1, 1, 1)",dataset_1.csv
324,IT issue,"('IT issue', 1, 1, 1)",1,18.6327218,True,10,0.2448521333333333,"('IT issue', 1, 1, 1)",dataset_1.csv
26,Management,"('Management', 1, 1, 1)",2,-11.0,False,2,0.0,"('Management', 1, 1, 1)",dataset_1.csv
27,Management,"('Management', 1, 0, 1)",2,19.0,True,9,0.0,"('Management', 1, 0, 1)",dataset_1.csv
28,Management,"('Management', 1, 0, 1)",2,19.0,True,10,0.0,"('Management', 1, 0, 1)",dataset_1.csv
325,Management,"('Management', 1, 0, 1)",2,16.490783425,True,8,1.67281105,"('Management', 1, 0, 1)",dataset_1.csv
29,Management,"('Management', 1, 1, 1)",1,-11.0,False,1,0.0,"('Management', 1, 1, 1)",dataset_1.csv
30,Management,"('Management', 1, 1, 1)",3,-10.0,False,0,,"('Management', 1, 1, 1)",dataset_1.csv
326,IT issue,"('IT issue', 1, 1, 1)",2,-12.749275075,False,2,1.1661833833333333,"('IT issue', 1, 1, 1)",dataset_1.csv
327,Management,"('Management', 1, 1, 1)",2,18.80087765,True,8,0.13274823333333333,"('Management', 1, 1, 1)",dataset_1.csv
31,IT issue,"('IT issue', 1, 1, 1)",2,19.0,True,9,0.0,"('IT issue', 1, 1, 1)",dataset_1.csv
328,Management,"('Management', 1, 0, 0)",0,17.6021756,True,7,0.9318829333333334,"('Management', 1, 0, 0)",dataset_1.csv
329,Management,"('Management', 1, 0, 0)",0,19.0,True,8,0.0,"('Management', 1, 0, 0)",dataset_1.csv
330,Management,"('Management', 1, 0, 0)",0,19.0,True,8,0.0,"('Management', 1, 0, 0)",dataset_1.csv
32,Management,"('Management', 1, 0, 1)",2,19.0,True,8,0.0,"('Management', 1, 0, 1)",dataset_1.csv
33,Management,"('Management', 1, 1, 1)",1,19.0,True,9,0.0,"('Management', 1, 1, 1)",dataset_1.csv
34,Management,"('Management', 1, 1, 1)",3,-10.0,False,0,,"('Management', 1, 1, 1)",dataset_1.csv
35,IT issue,"('IT issue', 0, 1, 1)",2,19.0,True,9,0.0,"('IT issue', 0, 1, 1)",dataset_1.csv
331,IT issue,"('IT issue', 0, 1, 1)",1,17.907629075,True,9,0.7282472833333333,"('IT issue', 0, 1, 1)",dataset_1.csv
332,Management,"('Management', 1, 0, 0)",0,19.0,True,9,0.0,"('Management', 1, 0, 0)",dataset_1.csv
333,Management,"('Management', 1, 0, 1)",2,19.0,True,8,0.0,"('Management', 1, 0, 1)",dataset_1.csv
36,Management,"('Management', 1, 0, 0)",0,19.0,True,9,0.0,"('Management', 1, 0, 0)",dataset_1.csv
37,IT issue,"('IT issue', 0, 1, 0)",1,19.0,True,9,0.0,"('IT issue', 0, 1, 0)",dataset_1.csv
38,IT issue,"('IT issue', 0, 1, 1)",2,19.0,True,9,0.0,"('IT issue', 0, 1, 1)",dataset_1.csv
334,Management,"('Management', 1, 1, 1)",0,19.0,True,10,0.0,"('Management', 1, 1, 1)",dataset_1.csv
39,IT issue,"('IT issue', 1, 1, 1)",0,19.0,True,9,0.0,"('IT issue', 1, 1, 1)",dataset_1.csv
335,Management,"('Management', 1, 1, 1)",0,19.0,True,9,0.0,"('Management', 1, 1, 1)",dataset_1.csv
336,IT issue,"('IT issue', 1, 1, 1)",1,16.57703755,True,7,1.6153083,"('IT issue', 1, 1, 1)",dataset_1.csv
337,Management,"('Management', 1, 0, 0)",0,19.0,True,9,0.0,"('Management', 1, 0, 0)",dataset_1.csv
40,IT issue,"('IT issue', 1, 1, 0)",1,19.0,True,7,0.0,"('IT issue', 1, 1, 0)",dataset_1.csv
338,IT issue,"('IT issue', 1, 1, 0)",1,17.659241175,True,10,0.8938392166666667,"('IT issue', 1, 1, 0)",dataset_1.csv
339,Management,"('Management', 1, 1, 0)",0,18.047589825,True,9,0.6349401166666666,"('Management', 1, 1, 0)",dataset_1.csv
340,Management,"('Management', 1, 0, 1)",2,-11.0,False,3,0.0,"('Management', 1, 0, 1)",dataset_1.csv
341,Management,"('Management', 1, 0, 0)",0,19.0,True,10,0.0,"('Management', 1, 0, 0)",dataset_1.csv
342,Management,"('Management', 1, 0, 0)",0,18.3781506,True,8,0.4145662666666666,"('Management', 1, 0, 0)",dataset_1.csv
343,Management,"('Management', 1, 0, 1)",2,19.0,True,8,0.0,"('Management', 1, 0, 1)",dataset_1.csv
344,Management,"('Management', 1, 1, 1)",1,-11.0,False,1,0.0,"('Management', 1, 1, 1)",dataset_1.csv
345,Management,"('Management', 1, 1, 1)",3,-10.0,False,0,,"('Management', 1, 1, 1)",dataset_1.csv
41,IT issue,"('IT issue', 1, 1, 1)",2,16.597146775,True,9,1.6019021500000001,"('IT issue', 1, 1, 1)",dataset_1.csv
42,Management,"('Management', 1, 0, 1)",0,17.25993905,True,9,1.1600406333333335,"('Management', 1, 0, 1)",dataset_1.csv
43,IT issue,"('IT issue', 1, 1, 1)",1,19.0,True,8,0.0,"('IT issue', 1, 1, 1)",dataset_1.csv
44,IT issue,"('IT issue', 1, 1, 0)",1,-11.915308075,False,2,0.6102053833333334,"('IT issue', 1, 1, 0)",dataset_1.csv
